REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,CREDIT_RATING,PRIZMRUR,PRIZMUB,PRIZMTWN,Column 45,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OCC,OCC_LABEL,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MARRY,MARRY_LABEL,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL,CALIBRAT,CHURNDEP
35.52,170.5,29.99,0.25,2.5,4.12,24.5,1.15,2,0,7.67,0,0.33,13.71,4,0,36,24.33,2,0,0,0,16,1,1,NNYBUF716,1,1,497,1039025,46,40,1,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,0,
50.5,356.75,50,0.5,0,0,-36.75,-0.5,3.67,2.67,12,0,0,52.41,24.33,9.67,88.33,23,6.33,0,1,0,18,1,1,SANAUS512,1,1,555,1039342,32,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,1,0,2,UNKNOWN,1,1,0,1,0,1,0,0,0,0,0,0,9,1,0,1,0,0,0,
62.11,64.25,59.59,0.74,0,0,-11.25,-1.97,1,0.33,4.67,0.67,0,2.06,6,0.67,12.67,4.33,1.33,0,0,0,16,2,2,APCBAL410,1,1,492,1039492,34,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,
17.15,10.25,16.99,0,0,0,-0.25,-0.16,0,0,1,0,0,0,0,0,1.67,0.33,0,0,0,0,16,1,1,KCYELD316,1,1,491,1039545,72,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
60.61,563.5,50,6.93,12.25,0,48.5,7.07,12.67,2,31.33,0.33,0,71.67,44,8,120.33,77.67,14.67,0,1.33,0,18,1,1,LAXCOR909,1,1,545,1040357,36,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
30.06,547.75,44.99,0.25,0,0,45.25,-0.47,17,0.33,28,2,0,88.4,29.33,5,74,92,17.33,0,1,0,18,1,1,SFRSFR415,3,2,223,1040509,32,30,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,99.99,0,0,
50.54,449.75,49.99,0.25,1,0,-43.75,-0.55,1.33,0,6.33,0,0,148.54,14,0,23,42.67,1.33,0,0,0,18,1,1,MINMIN612,1,1,541,1040737,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,
336.43,1560.5,50,0,954.75,0,5.5,-4.13,5.67,0,32,0,0,720.99,61.67,43.67,154,119,5.67,0,5,0,18,1,1,DETDET313,1,1,540,1040906,46,36,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
55.7,12.5,59.51,0,0,0,-2.5,0.53,0,0,2,0.33,0,0,5.67,0,2.67,4.67,0,0,0,0,22,1,1,LAXOAK805,2,1,352,1040945,56,50,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,149.99,0,0,
14.49,387,10,0.25,1,4.36,-74,6.92,2.67,55,14.33,0,0.33,61.67,21.67,10.67,101,21.33,57.67,0,0.67,0,16,2,2,NCRFAY910,1,1,471,1041488,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
50.19,277,27.58,1.73,58.5,0.2,-277,-50.19,1.67,4.67,0.33,1.33,0,11.65,4,0.67,19.33,6.67,6.33,0,0.33,0,15,1,1,CHILAG708,2,1,158,1042335,30,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,79.99,0,0,
30,51.25,30,0,0,0,2.75,0,1,0,0,0,0,15.48,4,0.33,7,8.33,1,0,0,0,19,1,1,NYCSUF516,1,1,571,1042457,56,52,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
265.8,1548,191,1.73,216.25,0.39,-546,-52.45,27.67,9,126.67,0,0.33,409.15,58.67,106,319.67,261,36.67,0,10,0,15,4,3,DALFTW817,2,2,120,1042696,42,40,1,0,0,1,0,0,0,0,3,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,79.99,0,0,
30.27,3,30,0,0,0,-1,-0.27,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,15,1,1,MILMIL414,1,1,456,1043231,56,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,
34.99,0,0,0,0,0,,,0.67,0,0.33,0,0,0,0,0,0,0,0.67,0,0,0,17,2,2,APCFCH703,2,1,19,1043680,58,56,1,0,0,0,0,0,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,0,149.99,0,0,
38.58,239.5,45.03,0,5.25,0,-27.5,-0.47,13,8.33,113.33,0.33,0.33,47.33,28.33,3.67,64.33,43.67,23.33,0,0,0,15,3,3,NEVLVS702,1,1,451,1043699,36,0,1,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,
42.32,144.5,33.38,0,0.5,0,120.5,-11.53,1.33,5,0.67,0,0.33,0.58,0.33,0,18.67,8.67,6.33,0,0,0,19,1,1,LOULOU502,4,3,78,1044060,58,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,29.99,0,0,
54.19,535.75,59.99,0.5,0,0,-93.75,0.05,2.67,1.33,10.67,0.33,0,144.33,33,1,78.33,117.33,4,0,2.33,0,15,1,1,MINSTP612,2,2,10,1044148,50,52,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,149.99,0,0,
93.17,1020,71.25,3.47,50.5,0,247,14.43,9.67,0,22.33,4.67,0,254.26,81.67,15.33,218.67,55.33,9.67,0,5.33,0,17,1,1,LAXLAG949,5,4,421,1044161,32,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,39.99,0,0,
50.44,502.5,44.99,0,30.5,0,198.5,36.6,8.67,0.67,9.33,0,0,114.66,16,0.33,49.67,67.67,9.33,0,2.33,0,21,1,1,HARHAR860,2,2,195,1044285,46,46,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,29.99,0,0,
30,49.25,30,0,0,0,-42.25,0,1,0,3.67,0,0.67,7.92,14,1.67,20,9,1,0,0,0,21,1,1,PHXGLE623,3,3,127,1044514,26,22,1,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9.99,0,0,
99.07,564.25,49.99,0.74,34.75,0,-13.25,-4.05,15,0.67,51,1.33,0,134.3,38.33,17.67,42,119.33,16,0,1.67,0,19,1,1,SFRSCL408,4,3,133,1044581,34,58,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,199.99,0,0,
265.86,2178.75,84.99,3.47,456,0,-738.75,-188.89,36.67,2.33,97.67,9.33,2,567.5,338,136.67,344.33,355.67,39,0,10.67,0,19,2,2,NYCBRO917,4,3,28,1044654,52,48,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,199.99,0,0,
90.4,720.5,99.99,0.25,0,0.16,0.5,0.58,3,6.33,40.67,0,0,115.1,22.33,9.67,136,82.67,9.33,0,0,0,18,3,2,STLSTL314,2,2,337,1044881,52,48,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,9.99,0,0,
51.98,112.25,46.91,0,0,0,-69.25,-18.74,0.67,3,10.67,0,0,16.15,5,2.67,29.33,16.33,3.67,0,0,0,14,1,1,NEVSDG619,1,1,437,1045062,28,22,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
47.49,226,59.99,0,0,0,0,0,3.33,4.33,32.33,0,0,3.06,11.33,0.67,74.33,20.67,7.67,0,0,0,20,2,2,NCRRIC804,4,2,273,1045590,42,40,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,0,59.99,0,0,
38.05,1222,44.99,0,8.75,0,-162,-3.06,3.67,0.67,108.33,6.67,0,17.56,30,4,54.33,92,4.33,0,0.67,0,18,4,2,LAXLAX323,2,2,342,1045819,58,50,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,9.99,0,0,
59.29,722.25,59.99,1.24,15.25,0,18.75,-1.8,8.67,7.33,68.33,0.67,0,193.22,7,2.67,202,135.67,16,0,4.67,0,14,1,1,DALFTW817,1,1,420,1046865,32,24,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,
73.49,375.75,54.32,0.25,85.75,0,-300.75,-124.14,2.67,2.33,41.33,1.67,0,122.72,51,17,169.67,71.67,5,0,1,0,14,2,2,OMADES515,3,2,153,1047391,46,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,199.99,0,0,
50.59,214.75,59.99,0,0,0,38.25,-0.45,2,0.33,26.33,0,0,26.71,38.67,9.67,46.67,68,2.33,0,0,0,14,2,2,PHXPHX602,1,1,415,1047415,24,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,CRAFT,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
58.6,413,47.37,0,23.25,0.2,121,19.84,6.67,3.33,38.67,2.33,1.67,161.44,34.33,4.67,64,80,10,0,1.67,0,15,1,1,DETDET313,1,1,470,1048121,28,28,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,
32.18,262,29.99,0.25,5,0,-59,-2.19,2.33,0.33,27.33,0,0,65.08,14,3.33,39.33,44.67,2.67,0,0,0,17,1,1,BOSNSH603,1,1,515,1048185,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,
60.09,1252.25,59.99,0,29.5,0,329.75,-5.1,10.67,0,47.67,7.67,0,400.47,28.33,8.33,198.67,206.33,10.67,0,2.67,0,19,2,1,LAXSFN818,2,2,434,1048449,30,0,0,0,0,1,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,149.99,0,0,
55.7,1093.5,44.99,0.74,55.75,0.45,5.5,-0.82,23.67,0,28.67,0,0,175.19,62,9.67,92,198,23.67,0,0,0,15,1,1,NYCBRO917,1,1,459,1049317,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
58.46,376,17.2,4.46,92,0,-376,-58.46,9,0,48.33,0,0,94.06,15,7,189.33,41.67,9,0,0.67,0,19,1,1,LAXSAN714,4,3,102,1049729,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,129.99,1,0,
32.2,1754.25,33.7,0,2.25,0,564.75,-1.79,11.33,0.67,69,6.33,1.33,353.88,78.67,35,150,289,12,0,6,0,19,1,1,BOSBOS978,1,1,563,1049733,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,
11.24,293.75,10,1.24,0,0,41.25,0.74,5.67,0,19,0,0,33.45,8,2,106,23.33,5.67,0,0.33,0,15,2,2,LAXRIV909,1,1,455,1049777,44,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,2,CLERICAL,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
77.13,1317.5,84.99,5.45,0,0.44,154.5,4.01,5,2,15.33,0,0.33,191.1,64,11,112.67,89.33,7,0,2,0,15,1,1,SFRSFR415,2,1,60,1050212,26,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,149.99,0,0,
53.24,339,59.99,0,0,0,37,0,2.33,0.33,19.67,0,0,31.32,3,1.33,26.67,18.67,2.67,0,0.67,0,17,1,1,ATLATL678,2,1,490,1050361,52,50,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,59.99,0,0,
70.5,835.25,70.07,0,4.75,0,-319.25,-10.51,2.67,5,29,0.33,0,344.89,35,16.33,155.33,160,7.67,0,3.33,0,15,1,1,MINMIN612,3,2,163,1050791,32,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99.99,0,0,
5.05,0,5,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,NYCBRO917,1,1,384,1050880,52,50,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
38.14,369,44.99,0.25,0,2.38,-102,-1.52,2.67,0.33,26,0,0,149.08,39.33,1,65.33,93,3,0,3.67,0,17,1,1,NNYROC716,1,1,490,1051156,54,50,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
50.84,529.25,42.53,0,54.5,0,102.75,-2.4,3,4.33,14.33,0,0,97.21,45,16.67,54.67,54,7.33,0,0.67,0,12,1,1,ATLATL678,1,1,375,1051922,24,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0,0,
84.04,296,85,0.74,29,0,-106,-9.04,10,0,1,0,0,43.56,41.33,3,44.33,61.33,10,0,0.67,0,16,2,2,NYCWHI914,1,1,483,1051972,54,52,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,1,0,1,0,0,0,1,0,0,9,0,0,1,0,0,0,
35.73,176,39.99,3.22,0,0.64,32,7.08,0.67,2.33,7.33,0,0,21.41,5.33,0.67,37.67,34,3,0,0,0,12,1,1,OHIBER440,1,1,374,1052057,32,0,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
44.85,318.25,39.83,0.99,2,0,115.75,0.37,2.67,4,27,0.33,0,81.94,31.67,13.33,99.33,39,6.67,0,2,0,16,1,1,KCYTOP913,1,1,481,1052165,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
90.38,684.25,39.99,2.48,116.75,0,546.75,138.2,12,0,9.33,0,0.33,247.93,29.33,0.33,48,67,12,0,3,0,16,1,1,DETPON248,4,2,270,1052446,36,38,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,1,1,1,0,0,1,0,0,0,4,0,0,0,99.99,0,0,
37.19,135.75,29.99,1.24,16.25,0,-18.75,-7.2,4.67,0,3,2,0,3.36,24,3,55.33,25.33,4.67,0,0,0,12,1,1,NYCBRO917,1,1,371,1052457,48,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,
33.71,246,40,0,0,0,-73,-3.11,1,0,10,0,0.33,25.81,8.67,0,31,12.33,1,0,0,0,16,1,1,PITBUT412,1,1,473,1053062,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
32.68,223.75,29.99,0.5,0,0,44.25,2.65,1.33,0,9.67,0.33,0,49.59,37,10.33,26,89.33,1.33,0,0.67,0,12,1,1,NYCMAN917,1,1,356,1054148,38,26,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,0,1,1,1,1,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
62.05,632,44.99,0,68.75,1.85,120,23,4.33,7.33,46,0,0,184.53,27,1,109,77.33,11.67,0,1,0,18,1,1,HOULJK409,1,1,525,1054155,32,42,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,
99.3,617.25,45.15,5.45,126.5,0,-19.25,-40.4,13.33,1.33,56.67,1,0.33,162.2,43.67,1.33,123,111,14.67,0,3.33,0,12,2,2,LAXIRV949,2,2,74,1054508,30,30,0,0,0,0,0,1,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,9.99,0,0,
38.22,93.5,29.99,0.25,0,0,-10.5,-2.91,0,1.67,3,0,0,2.29,3.33,0.33,8.33,12,1.67,0,0,0,16,2,1,NCRWIN336,1,1,458,1054914,26,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,
53.44,475.75,59.99,0,0,0,-36.75,-0.45,1,0.33,17.67,0,0,104.03,25.33,0.33,89,39,1.33,0,0,0,11,1,1,MINMIN612,1,1,349,1055178,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
21.63,231.5,10,0,37.5,0,-46.5,4.38,2.33,0.33,5.33,0.33,0,70.07,12.67,5,46,16.67,2.67,0,1,0,15,2,2,DALDAL214,1,1,455,1055376,44,44,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
50.73,305.5,49.99,0.74,0,0,-74.5,2.23,2.67,0.67,18.67,0,0,1.35,0.67,0,34.67,34,3.33,0,0,0,17,1,1,LAXIRV949,1,1,512,1056029,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,
32.6,214.75,35,1.49,0,0,-214.75,-108.84,10.33,2,21.33,0.33,0,34.31,8.33,2.33,47,30.67,12.33,0,0.33,0,11,1,1,DALDAL214,1,1,341,1056211,20,18,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,
85.86,2617.5,10,16.09,208.25,0,-814.5,-67.94,25,15.33,92.67,6,0,487.72,85,24.33,565.67,97.33,42,0,26.67,0,17,2,2,MIADFD954,1,1,508,1056507,32,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,0,0,
58.56,467.75,49.99,0.25,15.25,0,55.25,2.27,7.67,0.67,11,4.33,0,131.86,4.67,0,42.67,41,8.33,0,0.67,0,11,1,1,FLNTAM813,2,2,160,1056704,40,42,1,0,0,0,0,1,0,0,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,79.99,0,0,
32.85,293.75,30,0,8,0,-38.75,-2.85,3.33,0,1.33,0,1.33,35.29,13.67,0.33,93.33,44,3.67,0,0,0,17,1,1,NYCBRO917,1,1,505,1056943,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,
39.07,733.25,44.99,0.74,9.25,0.1,-195.25,-3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,HARLON860,1,1,396,1057216,64,64,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
107.8,2027.25,59.99,1.49,199,0,-17.25,-4.02,8.67,30,68,1,0.33,816.95,165.67,69.67,263,347.67,38.67,0,8,0,15,2,2,CHICHI312,2,2,214,1057280,22,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,79.99,0,0,
88.38,484.5,10,0.99,193.75,19.76,-56.5,-78.88,6.67,9.33,8.33,1.33,0,81.62,11.33,0.33,54.33,24.67,16,0,1,0,13,2,2,ATLANE678,1,1,395,1057479,46,46,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,0,0,
77,657.75,84.99,1.24,0,0,587.25,-0.03,3.67,34.67,18.33,1,0,49.24,37.33,25.67,103.33,109,38.33,0,0,0,11,3,3,ATLKNO423,1,1,332,1057683,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
