REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,CREDIT_RATING,PRIZMRUR,PRIZMUB,PRIZMTWN,Column 45,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OCC,OCC_LABEL,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MARRY,MARRY_LABEL,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL,CALIBRAT,CHURNDEP
53.99,366.75,59.99,0,0,0,-101.75,0,7,2.33,42,0,0,50.26,6.33,0.67,76,58.33,9.33,0,0,0,7,1,1,MIAMIA305,1,1,218,1089726,36,36,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,0,0,
36.8,891.75,44.99,0.25,0.5,0,4.25,-0.82,15.67,0.67,58.67,18.33,2.67,145.01,18,8.33,94.33,178.67,16.33,0,2,0,11,1,1,PHIPHI215,2,2,311,1090133,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,129.99,0,0,
49.57,344.75,59.83,0.74,0,0,-110.75,-16.22,5,13,51.67,6.67,2.67,86.87,5.67,7.67,105,72,18,0,0.33,0,11,1,1,SANAUS512,1,1,314,1090962,42,58,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,1,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,
49.4,544.5,27.21,0,74.25,0,-394.5,-75.53,20,2.33,41.67,0.33,0.33,231.65,68.67,28.67,93,131.67,22.67,0,4.67,0,7,1,1,STLCMB573,1,1,206,1091036,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
42.8,614.75,47.99,0.25,0,0,42.25,2.45,2,19.33,48,0,0,133.12,22.67,12,52,75.33,21.33,0,0,0,7,1,1,SANMCA210,1,1,205,1091186,32,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,
107.23,2355.25,56.44,0.99,139.5,0,226.75,-28.23,17,21,154,12.67,0,605.37,175.33,41.67,236.67,549.33,38,0,30.67,0,9,1,1,HOUGLV409,2,2,93,1091427,0,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79.99,0,0,
35.59,183.5,38.44,1.24,0,0,-38.5,3.4,1,0,16,1,0,22.6,15.67,8,35.67,65.33,1,0,0,0,11,1,1,NYCBRO917,1,1,304,1091961,30,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,0,1,0,UNMARRIED,0,0,0,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
66.04,1143.75,59.99,3.22,18.25,0.29,534.25,-7.1,12.33,33.67,82.33,8,0.33,227.58,57,9.33,100,229,46,0,5,0,7,1,1,PITHOM412,1,1,197,1091968,28,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,
34.99,343.5,44.99,0,0,0,-154.5,0,1.33,0,7,0.33,0,14.89,11,2,3.67,20.33,1.33,0,0.33,0,10,2,2,LAXVIC760,1,1,303,1092061,66,60,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,
63.87,534.75,69.99,0,22.5,0.88,-81.75,-9.88,0.33,0.33,15.67,0,0,92.08,6,7.67,71.67,34.33,0.67,0,1,0,6,1,1,AWIAPP920,1,1,194,1092184,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,
37.99,242,44.99,0,7.5,0,8,-3,5.33,2,12.33,0,0,31.77,6.67,0.67,53.67,25,7.33,0,0.33,0,6,1,1,APCBAL410,1,1,193,1092255,26,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
55.38,387.25,44.99,0,49,0,-248.25,-20.39,9.67,1,42,0,0,31.27,21.67,0,82.33,64.33,10.67,0,2,0,8,1,1,NEVOCN760,1,1,239,1092272,42,38,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
39.99,1248.5,49.99,0,0,0,-205.5,0,2,0,33.33,0,0,0,0,0,25.33,58,2,0,0,0,6,1,1,STLOZA573,1,1,192,1092356,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
24.99,15,19.99,0,2.5,0,15,3,0,0,0.67,0,0,0,0.33,0,1.67,3.67,0,0,0,0,8,1,1,DETDET313,1,1,236,1092507,54,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
38.99,154.5,44.99,0,0,0,40.5,0,0,0,2,0,0,24.29,0.33,0,32.67,6.33,0,0,0,0,10,2,2,DALDAL214,1,1,297,1092509,58,60,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,1,0,
36.67,537.75,44.99,0,0.75,0,-58.75,-1.68,4,11,67,0,5,129.87,22.67,9.67,64,113.67,15,0,2.33,0,8,1,1,DALFTW817,1,1,235,1092656,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
35.19,87.25,44.99,0,0.5,0,-53.25,-0.2,0,0,11,0,0,0,2.67,0,24,6.67,0,0,0,0,10,1,1,NNYALB518,1,1,295,1092704,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
146.89,1125.25,79.99,0.25,179,0,790.75,187.7,11.33,0.67,39,1.33,0,284.63,15,0.33,199,52.33,12,0,1,0,6,1,1,LAXPSG760,1,1,183,1093181,42,42,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
33.24,614.25,27.75,0.25,20.25,0,990.75,38.87,0.67,0,14.67,6.33,0,53.97,2.67,0,19.33,31.67,0.67,0,1.33,0,10,1,1,AIRCHA843,1,1,285,1093455,28,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,
42.89,618.75,49.99,0,7.25,0,95.25,-2.9,17,0.67,26.67,2.67,0.67,190.8,13.67,0.67,60,60.33,17.67,0,0,0,8,1,1,LAXDOW562,1,1,224,1093489,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
364,3052,109.99,12.87,717.25,0,-552,-89.32,43,4,479,2,3.33,696.14,169.67,58,765,398.33,47,0,3.67,0,10,1,1,NYCNEW201,1,1,283,1093591,56,0,1,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,
92.66,721,39.91,4.95,122.75,0,-293,-52.67,3,2,14,0,0.33,190.71,20.33,4.67,157,65.33,5,0,1,0,8,2,1,DALCRS903,1,1,222,1093603,46,40,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,
124.47,2069.25,73.06,3.22,126.75,0,-451.25,-49.48,22,6,112.67,12.33,1,539.31,54,13,279.67,333.67,28,0,17.67,0,10,1,1,DALFTW817,2,1,278,1093881,28,22,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,129.99,0,0,
49.99,64.75,59.99,0,0,0,-38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,NYCQUE917,2,2,163,1094200,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,199.99,0,0,
39.99,302,49.99,0,0,0,-9,0,2,0.33,36,0.33,0,13.55,11.67,0,70.67,29,2.33,0,0.33,0,7,1,1,SFRSAC916,1,1,211,1094201,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
81.42,1129.5,59.99,0,54.25,0.74,-201.5,-26.79,19.67,0,27.33,0,1.67,314.31,63,16.67,104.67,237,19.67,0,1.67,0,9,2,1,NYCMAN917,3,3,78,1094605,36,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,149.99,0,0,
12.41,586,10.16,2.48,0,0,-6,1.29,2.67,13.67,23.67,0,0.33,115.23,91,33.67,171,104,16.67,0,2.67,0,7,2,2,MILWAU262,1,1,198,1094776,0,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
48.49,188.5,49.99,0,11.25,0,-74.5,-4.5,1.67,4.33,18,0,0.33,9.55,24,1.33,29.33,27,6,0,0.33,0,9,1,1,OHILAW812,1,1,260,1094806,46,74,1,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,
46.07,956.25,54.83,1.24,0,0,-404.25,-14.74,24.67,2.33,52,2.67,0.67,161.34,17.67,3.33,75.33,113,27,0,0,0,9,3,1,APCSIL301,1,1,255,1094997,0,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
43.84,217.5,44.99,0.25,11.5,0,88.5,11.34,4.33,1.33,18.67,2.67,0.67,63.24,0.33,0.67,71.67,26.33,5.67,0,0,0,7,1,1,NYCFHD732,1,1,193,1095071,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
69.53,332.5,69.99,1.49,0,0,102.5,3.77,6,1,78.67,2,4,57.25,43.67,30.67,87.67,69,7,0,1.33,0,7,1,1,PHIPHI215,2,1,149,1095307,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,129.99,0,0,
41.58,192,44.99,0,3,1.39,9,-1.81,1.67,1.33,14.33,0.33,0,46.83,10.67,8.67,61.67,13.67,3,0,0,0,7,1,1,CHIDAV319,1,1,187,1095341,40,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,
92.57,649.5,69.99,0,104.75,0.68,137.5,39.79,17.67,1.67,64.67,1.67,0.33,146.66,22.33,6.67,170.33,57.33,19.33,0,4.33,0,7,1,1,LAXSFN818,1,1,185,1095443,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,
42.74,301.25,36.04,3.22,26.25,0.48,-15.25,-29.59,3.33,2.33,15.33,1.33,0,74.11,8.33,1.67,72.33,30.67,5.67,0,0,0,9,1,1,DETLAN517,1,1,245,1095499,0,0,0,0,0,0,0,1,0,0,5,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
51.34,328.25,44.99,0,28.75,4.88,-77.25,-14.4,8.67,0,0,1.67,0,84.65,14.33,0.67,105.67,50,8.67,0,0,0,6,1,1,NYCMAN917,1,1,181,1095628,,,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
45.55,675.75,54.99,0,0,0.56,-76.75,-0.56,11.33,1.67,37.67,0.67,0,42.52,10.33,3.67,41.33,91.33,13,0,0,0,8,1,1,DALATH903,1,1,227,1096065,54,52,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,
57.59,608.5,49.99,0,34,0,432.5,40.8,10.33,1.67,69.67,6,0,67.67,18.33,1.33,65.67,93.33,12,0,0,0,8,1,1,LAXALB626,1,1,227,1096067,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
34.99,50.75,44.99,0,0,0,32.25,0,0.67,0,2,0,0,0,0,0,4,2.67,0.67,0,0,0,7,1,1,OHHFAI304,1,1,212,1096467,50,48,0,0,0,1,0,0,0,0,3,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,2,CLERICAL,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,
180.93,1511.75,149.99,0,105.75,0,439.25,62.56,8.33,7.33,124.67,1.33,0,449.75,43.33,26.33,295.67,93.67,15.67,0,8.67,0,7,1,1,OHHCHA304,3,2,95,1096470,48,44,1,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,149.99,0,0,
39.99,820.5,49.99,0,0,0,-24.5,0,5,2,22.33,3,0,41.84,8,1.33,63.33,101.33,7,0,0.67,0,7,1,1,DETANN734,1,1,211,1096519,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
54.72,1163,71.24,0,5.5,1.28,-167,-1.85,10.33,77,34.67,7,0,354.5,53.33,13.33,81,86,87.33,0,5.67,0,7,1,1,AWIAPP920,1,1,210,1096535,24,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
41.89,956.25,35.8,0.74,16,7.46,-614.25,-57.76,3.67,4,57.33,9.33,0,73.9,12.67,0.67,75.33,66,7.67,0,1.33,0,7,1,1,OHICOV606,2,2,203,1096745,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99.99,0,0,
17.5,361.75,10,0,30,0,150.25,18.25,1.33,6,17,0.33,1.33,31.12,19.67,10.33,43.33,25,7.33,0,1.33,0,7,3,2,LOULOU502,1,1,199,1096918,46,0,0,0,0,0,0,0,1,0,6,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
169.21,1248.5,88.45,1.98,205.5,1.58,714.5,25.58,14.33,7.67,104,14.33,0,129.11,12.33,0.67,176.33,87.67,22.67,0,0.67,0,7,1,1,SANLAM512,2,2,169,1097092,28,0,0,0,0,0,0,1,0,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.99,0,0,
36.45,206.5,32.08,0.74,37,0,508.5,66.71,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,7,1,1,NYCNAS516,1,1,191,1097235,42,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,7,SELF-EMPLOYED,0,0,0,1,0,UNMARRIED,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
49.13,82,46.82,0,6.5,0.71,-7,-15.14,0.67,2,3,0,0,5.58,10.33,3.67,8.33,21,2.67,0,0,0,7,3,1,NCRNWN757,1,1,191,1097249,42,50,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,1,0,6,0,0,1,0,0,0,
41.48,325.75,49.99,1.49,0,0,-114.75,-1.49,1,1,10.67,0,0,24.42,10,6.67,22.67,29.67,2,0,0.67,0,7,1,1,CHICHA217,4,3,174,1097253,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.99,0,0,
103.83,842.5,26.93,2.23,190.75,0.88,-842.5,-105.12,3.33,2,48,10,0,713.08,27,0,185.33,124.33,5.33,0,3,0,7,1,1,HOUHOU281,1,1,186,1097446,30,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
94.43,285.25,69.97,1.98,0,24.48,-161.25,-14.46,3,6,34,1,0,6.99,9,1.67,33.67,28.33,9,0,0,0,6,1,1,OKCCHC405,1,1,181,1097611,44,40,0,0,0,0,0,1,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,
17.99,11.5,17.99,0,0,0,2.5,0,0,1.33,1,0,0,0.49,12,0,18.33,2.33,1.33,0,0,0,31,1,1,HWIHON808,1,1,934,1097703,56,28,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,
25.55,78,0,0,70,0,-27,-7.7,0,0,9,0,0,0.72,1.67,0,26,19.33,0,0,1.33,0,59,2,2,NEVOCN760,6,4,762,1097839,54,46,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,1,1,1,0,0,0,0,0,0,6,0,0,0,9.99,0,0,
63.72,581.25,59.99,0,44.25,0,-32.25,-13.13,15.67,4.67,18.67,5.67,0,205.91,16,1.33,143,23,20.33,0,0.33,0,44,1,1,LAXVNY818,3,2,353,1097979,40,34,1,0,0,0,1,0,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,29.99,0,0,
105.97,725.25,69.99,0.74,149,0,-29.25,12.7,3,0.33,31.67,0,0.33,288.97,39,18.67,174.67,47.67,3.33,0,0.67,0,43,2,2,LAXCDG310,2,2,233,1098026,56,30,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,29.99,0,0,
12.97,194.75,10,2.97,0,0,180.25,0.99,2,0.33,15.67,0,0,27.09,6.67,1,78.33,23.67,2.33,0,0,0,44,2,2,NEVSDG619,1,1,1344,1098081,52,44,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,RETIRED,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,
167.04,728,39.99,1.65,386.33,0,-28,-6.62,8.33,2,28.33,0.33,0,195.44,42.33,22,267,52.33,10.33,0,0,0,35,2,2,LAXDOW562,2,2,29,1098469,36,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,29.99,0,0,
52,425.75,30,2.23,56.5,0,22.25,-3.34,6.33,0.33,17,0,0,86.92,66.33,16.67,110,122.33,6.67,0,0,0,35,1,1,NEVCHU619,5,4,81,1098575,30,26,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,1,1,0,0,0,0,7,0,0,0,149.99,1,0,
105.04,995.75,94.99,20.05,0,0,190.25,14.6,12,1.33,45.33,0.67,0,193.49,11,8.33,219,87.33,13.33,0,4.33,0,35,1,1,NEVENC760,2,2,1018,1098599,48,48,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,9.99,0,0,
65.93,414,59.99,4.95,0,3.7,48,8.71,3.67,0.33,12,0,0,149.74,14.67,2.67,85,62,4,0,0.33,0,31,1,1,NEVLMS619,2,2,469,1098761,32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,29.99,0,0,
45.1,749,45,0,0,0.1,66,0.29,9.33,0,56.33,6.33,0,39.89,12.33,1.67,129,29.33,9.33,0,0,0,35,2,2,NEVSDG619,2,2,508,1099502,34,30,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,9,0,2,0,29.99,0,0,
60.35,120.33,69.99,0,0,0,-44.33,-0.36,8.33,0.67,4.33,0,0,28.03,17.67,3.67,58.67,13.67,9,0,0,0,29,2,2,LAXSBN909,1,1,836,1099540,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
35.69,114.25,29.99,0.25,14.75,0.29,-9.25,-5.7,1.33,0,1.33,0,0.33,25.55,3.33,0,17.67,1.33,1.33,0,0,0,31,1,1,NEVPOW619,1,1,934,1099596,66,64,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,
51.3,647.5,59.99,0.99,0,0,-522.5,-1.31,7.67,0.67,18,0,0,111.45,41.33,14.67,126.67,54.33,8.33,0,0,1,31,1,1,HARSPR413,2,2,318,1012261,52,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,29.99,0,0,
32.38,273.25,29.99,0.25,0,1.43,6.75,4.8,4.67,0.33,11.33,0,0,109.71,15.33,6,44.33,73,5,0,0.67,1,25,1,1,APCFCH703,2,1,507,1018351,94,34,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,1,0,1,1,1,1,0,0,0,3,0,0,0,59.99,1,0,
